sex,country,year,employment_rate,observation_flag
Males,Romania,2010,65.1,none
Males,Romania,2011,64.4,none
Males,Romania,2012,65.4,none
Males,Romania,2013,65.4,none
Males,Romania,2014,66.7,none
Males,Romania,2015,68.0,none
Males,Romania,2016,69.1,none
Males,Romania,2017,71.3,none
Males,Romania,2018,73.0,none
Males,Romania,2019,74.6,none
Males,Romania,2020,74.7,none
Males,Romania,2021,77.0,none
Males,Romania,2022,77.7,none
Males,Romania,2023,78.2,none
Males,Romania,2024,78.4,none
Males,Romania,2025,78.2,none
Males,Serbia,2010,60.2,none
Males,Serbia,2011,56.6,none
Males,Serbia,2012,56.4,none
Males,Serbia,2013,59.2,none
Males,Serbia,2014,61.4,none
Males,Serbia,2015,62.8,none
Males,Serbia,2016,65.5,none
Males,Serbia,2017,67.9,none
Males,Serbia,2018,70.1,none
Males,Serbia,2019,70.1,none
Males,Serbia,2020,70.9,none
Males,Serbia,2021,73.6,none
Males,Serbia,2022,75.8,none
Males,Serbia,2023,75.9,none
Males,Serbia,2024,77.2,none
Males,Serbia,2025,77.3,none
Males,Sweden,2005,80.6,none
Males,Sweden,2006,81.5,none
Males,Sweden,2007,82.9,none
Males,Sweden,2008,83.3,none
Males,Sweden,2009,80.7,none
Males,Sweden,2010,80.9,none
Males,Sweden,2011,82.0,none
Males,Sweden,2012,81.7,none
Males,Sweden,2013,82.0,none
Males,Sweden,2014,82.0,none
Males,Sweden,2015,82.3,none
Males,Sweden,2016,82.8,none
Males,Sweden,2017,83.6,none
Males,Sweden,2018,84.2,none
Males,Sweden,2019,84.3,none
Males,Sweden,2020,82.8,none
Males,Sweden,2021,83.1,none
Males,Sweden,2022,84.8,none
Males,Sweden,2023,84.9,none
Males,Sweden,2024,83.9,none
Males,Sweden,2025,83.7,none
Males,Slovenia,2009,75.0,none
Males,Slovenia,2010,73.1,none
Males,Slovenia,2011,71.1,none
Males,Slovenia,2012,71.1,none
Males,Slovenia,2013,70.6,none
Males,Slovenia,2014,71.0,none
Males,Slovenia,2015,72.7,none
Males,Slovenia,2016,72.7,none
Males,Slovenia,2017,76.2,none
Males,Slovenia,2018,78.3,none
Males,Slovenia,2019,79.0,none
Males,Slovenia,2020,77.6,none
Males,Slovenia,2021,79.3,none
Males,Slovenia,2022,81.2,none
Males,Slovenia,2023,80.4,none
Males,Slovenia,2024,81.1,none
Males,Slovenia,2025,80.6,none
Males,Slovakia,2009,74.2,none
Males,Slovakia,2010,71.5,none
Males,Slovakia,2011,72.1,b
Males,Slovakia,2012,72.4,none
Males,Slovakia,2013,71.8,none
Males,Slovakia,2014,72.7,none
Males,Slovakia,2015,74.5,none
Males,Slovakia,2016,76.4,none
Males,Slovakia,2017,77.0,none
Males,Slovakia,2018,78.8,none
Males,Slovakia,2019,79.4,none
Males,Slovakia,2020,78.2,none
Males,Slovakia,2021,78.9,none
Males,Slovakia,2022,80.7,none
Males,Slovakia,2023,81.3,none
Males,Slovakia,2024,82.5,none
Males,Slovakia,2025,82.4,none
Males,Türkiye,2009,70.4,none
Males,Türkiye,2010,72.7,none
Males,Türkiye,2011,75.1,none
Males,Türkiye,2012,75.0,none
Males,Türkiye,2013,75.3,none
Males,Türkiye,2014,75.0,b
Males,Türkiye,2015,75.3,none
Males,Türkiye,2016,75.5,none
Males,Türkiye,2017,76.1,none
Males,Türkiye,2018,76.0,none
Males,Türkiye,2019,73.2,none
Males,Türkiye,2020,70.1,none
Males,Türkiye,2021,73.6,b
Males,Türkiye,2022,75.9,none
Males,Türkiye,2023,76.5,none
Males,Türkiye,2024,77.5,none
Males,Türkiye,2025,77.1,none
Total,Austria,2009,73.4,none
Total,Austria,2010,73.9,none
Total,Austria,2011,74.2,none
Total,Austria,2012,74.4,none
Total,Austria,2013,74.6,none
Total,Austria,2014,74.2,none
Total,Austria,2015,74.3,none
Total,Austria,2016,74.8,none
Total,Austria,2017,75.4,none
Total,Austria,2018,76.2,none
Total,Austria,2019,76.8,none
Total,Austria,2020,74.8,none
Total,Austria,2021,75.6,none
Total,Austria,2022,77.3,none
Total,Austria,2023,77.2,none
Total,Austria,2024,77.4,none
Total,Austria,2025,77.6,none
Total,Bosnia and Herzegovina,2021,52.6,none
Total,Bosnia and Herzegovina,2022,53.9,none
Total,Bosnia and Herzegovina,2023,55.9,none
Total,Bosnia and Herzegovina,2024,58.2,none
Total,Bosnia and Herzegovina,2025,59.5,none
Total,Belgium,2009,67.1,none
Total,Belgium,2010,67.6,none
Total,Belgium,2011,67.3,none
Total,Belgium,2012,67.2,none
Total,Belgium,2013,67.2,none
Total,Belgium,2014,67.3,none
Total,Belgium,2015,67.2,none
Total,Belgium,2016,67.7,none
Total,Belgium,2017,68.5,b
Total,Belgium,2018,69.7,none
Total,Belgium,2019,70.5,none
Total,Belgium,2020,69.7,none
Total,Belgium,2021,70.6,none
Total,Belgium,2022,71.9,none
Total,Belgium,2023,72.1,none
Total,Belgium,2024,72.3,none
Total,Belgium,2025,72.8,none
Total,Bulgaria,2009,68.2,none
Total,Bulgaria,2010,64.1,b
Total,Bulgaria,2011,62.3,b
Total,Bulgaria,2012,62.4,none
Total,Bulgaria,2013,62.9,none
Total,Bulgaria,2014,64.4,none
Total,Bulgaria,2015,66.5,none
Total,Bulgaria,2016,67.0,none
Total,Bulgaria,2017,70.6,none
Total,Bulgaria,2018,71.7,none
Total,Bulgaria,2019,74.3,b
Total,Bulgaria,2020,72.7,none
Total,Bulgaria,2021,73.3,none
Total,Bulgaria,2022,75.9,none
Total,Bulgaria,2023,76.2,none
Total,Bulgaria,2024,76.8,b
Total,Bulgaria,2025,77.0,none
Total,Switzerland,2010,79.7,b
Total,Switzerland,2011,80.8,none
Total,Switzerland,2012,81.0,none
Total,Switzerland,2013,80.8,none
Total,Switzerland,2014,81.1,none
Total,Switzerland,2015,81.7,none
Total,Switzerland,2016,82.0,none
Total,Switzerland,2017,82.1,none
Total,Switzerland,2018,82.5,none
Total,Switzerland,2019,82.9,none
Total,Switzerland,2020,82.5,none
Total,Switzerland,2021,82.0,none
Total,Switzerland,2022,82.4,none
Total,Switzerland,2023,83.1,none
Total,Switzerland,2024,83.0,none
Total,Switzerland,2025,82.4,none
Total,Cyprus,2009,75.3,none
Total,Cyprus,2010,75.0,none
Total,Cyprus,2011,73.4,none
Total,Cyprus,2012,70.2,none
Total,Cyprus,2013,67.2,none
Total,Cyprus,2014,67.6,none
Total,Cyprus,2015,67.9,none
Total,Cyprus,2016,68.7,none
Total,Cyprus,2017,70.8,none
Total,Cyprus,2018,73.9,none
Total,Cyprus,2019,75.8,none
Total,Cyprus,2020,75.2,none
Total,Cyprus,2021,76.3,none
Total,Cyprus,2022,78.6,none
Total,Cyprus,2023,79.5,none
Total,Cyprus,2024,79.8,none
Total,Cyprus,2025,81.3,none
Total,Czechia,2009,70.9,none
Total,Czechia,2010,70.4,none
Total,Czechia,2011,70.9,b
Total,Czechia,2012,71.5,none
Total,Czechia,2013,72.5,none
Total,Czechia,2014,73.5,none
Total,Czechia,2015,74.8,none
Total,Czechia,2016,76.7,none
Total,Czechia,2017,78.5,none
Total,Czechia,2018,79.9,none
Total,Czechia,2019,80.3,none
Total,Czechia,2020,79.7,none
Total,Czechia,2021,80.0,none
Total,Czechia,2022,81.3,none
Total,Czechia,2023,81.7,none
Total,Czechia,2024,82.3,none
Total,Czechia,2025,82.9,none
Total,Germany,2009,73.2,none
Total,Germany,2010,74.0,b
Total,Germany,2011,75.4,b
Total,Germany,2012,75.8,none
Total,Germany,2013,76.3,none
Total,Germany,2014,76.7,none
Total,Germany,2015,77.0,none
Total,Germany,2016,77.6,none
Total,Germany,2017,78.3,none
Total,Germany,2018,79.0,none
Total,Germany,2019,79.7,none
Total,Germany,2020,78.3,b
Total,Germany,2021,79.6,none
Total,Germany,2022,80.8,none
Total,Germany,2023,81.1,none
Total,Germany,2024,81.3,none
Total,Germany,2025,81.1,none
Total,Denmark,2009,76.1,none
Total,Denmark,2010,74.9,none
Total,Denmark,2011,74.8,none
Total,Denmark,2012,74.3,none
Total,Denmark,2013,74.3,none
Total,Denmark,2014,74.7,none
Total,Denmark,2015,75.4,none
Total,Denmark,2016,76.0,b
Total,Denmark,2017,76.6,b
Total,Denmark,2018,77.5,none
Total,Denmark,2019,78.3,none
Total,Denmark,2020,77.8,none
Total,Denmark,2021,79.0,none
Total,Denmark,2022,80.1,none
Total,Denmark,2023,79.8,b
Total,Denmark,2024,80.2,none
Total,Denmark,2025,79.8,none
Total,Euro area – 20 countries (2023-2025),2009,68.3,none
Total,Euro area – 20 countries (2023-2025),2010,67.9,none
Total,Euro area – 20 countries (2023-2025),2011,68.0,none
Total,Euro area – 20 countries (2023-2025),2012,67.6,none
Total,Euro area – 20 countries (2023-2025),2013,67.3,none
Total,Euro area – 20 countries (2023-2025),2014,67.8,none
Total,Euro area – 20 countries (2023-2025),2015,68.7,none
Total,Euro area – 20 countries (2023-2025),2016,69.7,none
Total,Euro area – 20 countries (2023-2025),2017,70.7,none
Total,Euro area – 20 countries (2023-2025),2018,71.7,none
Total,Euro area – 20 countries (2023-2025),2019,72.4,none
Total,Euro area – 20 countries (2023-2025),2020,71.1,none
Total,Euro area – 20 countries (2023-2025),2021,72.4,none
Total,Euro area – 20 countries (2023-2025),2022,74.0,none
Total,Euro area – 20 countries (2023-2025),2023,74.7,none
Total,Euro area – 20 countries (2023-2025),2024,75.3,none
Total,Euro area – 20 countries (2023-2025),2025,75.7,none
Total,Euro area – 21 countries (from 2026),2009,68.3,none
Total,Euro area – 21 countries (from 2026),2010,67.8,none
Total,Euro area – 21 countries (from 2026),2011,67.9,none
Total,Euro area – 21 countries (from 2026),2012,67.4,none
Total,Euro area – 21 countries (from 2026),2013,67.2,none
Total,Euro area – 21 countries (from 2026),2014,67.8,none
Total,Euro area – 21 countries (from 2026),2015,68.6,none
Total,Euro area – 21 countries (from 2026),2016,69.6,none
Total,Euro area – 21 countries (from 2026),2017,70.7,none
Total,Euro area – 21 countries (from 2026),2018,71.7,none
Total,Euro area – 21 countries (from 2026),2019,72.5,none
Total,Euro area – 21 countries (from 2026),2020,71.2,none
Total,Euro area – 21 countries (from 2026),2021,72.4,none
Total,Euro area – 21 countries (from 2026),2022,74.0,none
Total,Euro area – 21 countries (from 2026),2023,74.8,none
Total,Euro area – 21 countries (from 2026),2024,75.3,none
Total,Euro area – 21 countries (from 2026),2025,75.7,none
Total,Estonia,2009,70.5,none
Total,Estonia,2010,67.6,none
Total,Estonia,2011,71.0,none
Total,Estonia,2012,73.1,none
Total,Estonia,2013,74.1,none
Total,Estonia,2014,75.0,none
Total,Estonia,2015,76.7,none
Total,Estonia,2016,77.0,none
Total,Estonia,2017,79.2,none
Total,Estonia,2018,79.7,none
Total,Estonia,2019,80.5,none
Total,Estonia,2020,79.1,none
Total,Estonia,2021,79.3,none
Total,Estonia,2022,81.9,none
Total,Estonia,2023,82.1,none
Total,Estonia,2024,81.8,none
Total,Estonia,2025,81.7,none
Total,Greece,2009,65.4,none
Total,Greece,2010,63.5,none
Total,Greece,2011,59.3,none
Total,Greece,2012,54.5,none
Total,Greece,2013,52.5,none
Total,Greece,2014,53.1,none
Total,Greece,2015,54.8,none
Total,Greece,2016,55.9,none
Total,Greece,2017,57.4,none
Total,Greece,2018,59.0,none
Total,Greece,2019,60.8,none
Total,Greece,2020,58.3,none
Total,Greece,2021,62.6,none
Total,Greece,2022,66.3,none
Total,Greece,2023,67.4,none
Total,Greece,2024,69.3,none
Total,Greece,2025,71.0,none
Total,Spain,2009,64.0,none
Total,Spain,2010,62.8,none
Total,Spain,2011,62.0,none
Total,Spain,2012,59.6,none
Total,Spain,2013,58.6,none
Total,Spain,2014,59.9,none
Total,Spain,2015,62.0,none
Total,Spain,2016,63.9,none
Total,Spain,2017,65.5,none
Total,Spain,2018,67.0,none
Total,Spain,2019,68.0,none
Total,Spain,2020,65.7,none
Total,Spain,2021,67.5,d
Total,Spain,2022,69.3,d
Total,Spain,2023,70.5,d
Total,Spain,2024,71.4,d
Total,Spain,2025,72.4,d
Total,European Union - 27 countries (from 2020),2009,67.3,none
Total,European Union - 27 countries (from 2020),2010,67.0,none
Total,European Union - 27 countries (from 2020),2011,67.1,none
Total,European Union - 27 countries (from 2020),2012,66.9,none
Total,European Union - 27 countries (from 2020),2013,66.8,none
Total,European Union - 27 countries (from 2020),2014,67.6,none
Total,European Union - 27 countries (from 2020),2015,68.5,none
Total,European Union - 27 countries (from 2020),2016,69.7,none
Total,European Union - 27 countries (from 2020),2017,70.9,none
Total,European Union - 27 countries (from 2020),2018,71.9,none
Total,European Union - 27 countries (from 2020),2019,72.7,none
Total,European Union - 27 countries (from 2020),2020,71.7,none
Total,European Union - 27 countries (from 2020),2021,73.1,none
Total,European Union - 27 countries (from 2020),2022,74.6,none
Total,European Union - 27 countries (from 2020),2023,75.3,none
Total,European Union - 27 countries (from 2020),2024,75.8,none
Total,European Union - 27 countries (from 2020),2025,76.1,none
Total,Finland,2009,72.6,none
Total,Finland,2010,71.9,none
Total,Finland,2011,72.7,none
Total,Finland,2012,73.0,none
Total,Finland,2013,72.5,none
Total,Finland,2014,72.2,none
Total,Finland,2015,71.8,none
Total,Finland,2016,72.4,none
Total,Finland,2017,73.2,none
Total,Finland,2018,75.3,none
Total,Finland,2019,76.2,none
Total,Finland,2020,75.5,none
Total,Finland,2021,76.8,none
Total,Finland,2022,78.4,none
Total,Finland,2023,78.2,none
Total,Finland,2024,77.0,none
Total,Finland,2025,76.3,none
Total,France,2005,69.8,none
Total,France,2006,69.7,none
Total,France,2007,70.2,none
Total,France,2008,70.8,none
Total,France,2009,69.8,none
Total,France,2010,69.6,none
Total,France,2011,69.5,none
Total,France,2012,69.7,none
Total,France,2013,69.7,none
Total,France,2014,70.0,none
Total,France,2015,70.3,none
Total,France,2016,70.7,none
Total,France,2017,71.3,none
Total,France,2018,72.0,none
Total,France,2019,72.3,none
Total,France,2020,72.1,none
Total,France,2021,73.2,d
Total,France,2022,74.0,d
Total,France,2023,74.4,d
Total,France,2024,75.1,d
Total,France,2025,75.5,d
Total,Croatia,2009,64.2,none
Total,Croatia,2010,62.0,none
Total,Croatia,2011,60.0,none
Total,Croatia,2012,58.1,none
Total,Croatia,2013,57.2,none
Total,Croatia,2014,59.1,none
Total,Croatia,2015,60.5,none
Total,Croatia,2016,61.3,none
Total,Croatia,2017,63.2,none
Total,Croatia,2018,64.9,none
Total,Croatia,2019,66.4,none
Total,Croatia,2020,66.9,none
Total,Croatia,2021,68.6,none
Total,Croatia,2022,70.2,none
Total,Croatia,2023,70.8,none
Total,Croatia,2024,73.6,none
Total,Croatia,2025,74.4,none
Total,Hungary,2009,62.5,none
Total,Hungary,2010,62.2,none
Total,Hungary,2011,62.8,none
Total,Hungary,2012,63.8,none
Total,Hungary,2013,65.2,none
Total,Hungary,2014,68.7,none
Total,Hungary,2015,70.9,none
Total,Hungary,2016,73.7,none
Total,Hungary,2017,75.4,none
Total,Hungary,2018,76.8,b
Total,Hungary,2019,77.7,none
Total,Hungary,2020,77.6,none
Total,Hungary,2021,78.9,none
Total,Hungary,2022,80.3,none
Total,Hungary,2023,80.7,none
Total,Hungary,2024,81.1,none
Total,Hungary,2025,81.1,none
Total,Ireland,2009,68.0,none
Total,Ireland,2010,65.5,none
Total,Ireland,2011,64.5,none
Total,Ireland,2012,64.5,none
Total,Ireland,2013,66.5,none
Total,Ireland,2014,68.1,none
Total,Ireland,2015,69.8,none
Total,Ireland,2016,71.3,none
Total,Ireland,2017,72.9,none
Total,Ireland,2018,74.0,none
Total,Ireland,2019,75.0,none
Total,Ireland,2020,72.1,none
Total,Ireland,2021,74.9,b
Total,Ireland,2022,78.2,none
Total,Ireland,2023,79.1,none
Total,Ireland,2024,79.8,none
Total,Ireland,2025,80.2,none
Total,Iceland,2009,80.6,none
Total,Iceland,2010,80.4,none
Total,Iceland,2011,80.6,none
Total,Iceland,2012,81.8,none
Total,Iceland,2013,82.8,none
Total,Iceland,2014,84.9,none
Total,Iceland,2015,86.5,none
Total,Iceland,2016,87.8,none
Total,Iceland,2017,87.6,none
Total,Iceland,2018,86.5,none
Total,Iceland,2019,85.9,none
Total,Iceland,2020,82.3,b
Total,Iceland,2021,81.4,none
Total,Iceland,2022,84.8,none
Total,Iceland,2023,85.3,none
Total,Iceland,2024,87.0,none
Total,Italy,2009,61.1,none
Total,Italy,2010,60.5,none
Total,Italy,2011,60.5,none
Total,Italy,2012,60.2,none
Total,Italy,2013,59.1,none
Total,Italy,2014,59.5,none
Total,Italy,2015,60.2,none
Total,Italy,2016,61.4,none
Total,Italy,2017,62.3,none
Total,Italy,2018,63.0,b
Total,Italy,2019,63.5,none
Total,Italy,2020,61.9,none
Total,Italy,2021,62.7,none
Total,Italy,2022,64.8,none
Total,Italy,2023,66.3,none
Total,Italy,2024,67.1,none
Total,Italy,2025,67.6,none
Total,Lithuania,2009,67.0,none
Total,Lithuania,2010,64.3,none
Total,Lithuania,2011,66.9,none
Total,Lithuania,2012,68.5,none
Total,Lithuania,2013,69.9,none
Total,Lithuania,2014,71.8,none
Total,Lithuania,2015,73.3,none
Total,Lithuania,2016,75.2,none
Total,Lithuania,2017,76.0,none
Total,Lithuania,2018,77.8,none
Total,Lithuania,2019,78.2,none
Total,Lithuania,2020,76.7,none
Total,Lithuania,2021,77.4,none
Total,Lithuania,2022,79.0,none
Total,Lithuania,2023,78.5,none
Total,Lithuania,2024,79.2,none
Total,Lithuania,2025,80.0,none
Total,Luxembourg,2009,70.4,none
Total,Luxembourg,2010,70.7,none
Total,Luxembourg,2011,70.1,none
Total,Luxembourg,2012,71.4,none
Total,Luxembourg,2013,71.1,none
Total,Luxembourg,2014,72.1,none
Total,Luxembourg,2015,70.9,b
Total,Luxembourg,2016,70.7,none
Total,Luxembourg,2017,71.5,none
Total,Luxembourg,2018,72.1,none
Total,Luxembourg,2019,72.8,none
Total,Luxembourg,2020,72.1,none
Total,Luxembourg,2021,74.1,none
Total,Luxembourg,2022,74.8,none
Total,Luxembourg,2023,74.8,none
Total,Luxembourg,2024,74.2,none
Total,Luxembourg,2025,73.9,none
Total,Latvia,2009,66.3,none
Total,Latvia,2010,63.9,none
Total,Latvia,2011,66.1,none
Total,Latvia,2012,67.9,none
Total,Latvia,2013,69.5,none
Total,Latvia,2014,70.6,none
Total,Latvia,2015,72.5,none
Total,Latvia,2016,73.0,none
Total,Latvia,2017,74.6,none
Total,Latvia,2018,76.8,none
Total,Latvia,2019,77.3,none
Total,Latvia,2020,76.9,none
Total,Latvia,2021,75.3,none
Total,Latvia,2022,77.0,none
Total,Latvia,2023,77.5,none
Total,Latvia,2024,77.4,none
Total,Latvia,2025,78.2,none
Total,Montenegro,2011,50.7,none
Total,Montenegro,2012,52.0,none
Total,Montenegro,2013,52.7,none
Total,Montenegro,2014,55.6,none
Total,Montenegro,2015,56.7,none
Total,Montenegro,2016,57.1,none
Total,Montenegro,2017,58.2,none
Total,Montenegro,2018,59.8,none
Total,Montenegro,2019,60.8,none
Total,Montenegro,2020,55.2,none
Total,North Macedonia,2009,47.9,none
Total,North Macedonia,2010,48.1,none
Total,North Macedonia,2011,48.4,none
Total,North Macedonia,2012,48.2,none
Total,North Macedonia,2013,50.3,none
Total,North Macedonia,2014,51.3,none
Total,North Macedonia,2015,51.9,none
Total,North Macedonia,2016,53.3,none
Total,North Macedonia,2017,54.8,none
Total,North Macedonia,2018,56.1,none
Total,North Macedonia,2019,59.2,none
Total,North Macedonia,2020,59.1,none
Total,North Macedonia,2021,61.2,b
Total,North Macedonia,2022,61.8,none
Total,North Macedonia,2023,61.7,none
Total,North Macedonia,2024,62.7,none
Total,North Macedonia,2025,63.7,none
Total,Malta,2009,59.0,none
Total,Malta,2010,60.1,none
Total,Malta,2011,61.6,none
Total,Malta,2012,63.9,none
Total,Malta,2013,66.2,none
Total,Malta,2014,67.9,none
Total,Malta,2015,69.0,none
Total,Malta,2016,71.1,none
Total,Malta,2017,73.0,none
Total,Malta,2018,74.9,none
Total,Malta,2019,75.6,none
Total,Malta,2020,76.0,none
Total,Malta,2021,77.8,none
Total,Malta,2022,80.1,none
Total,Malta,2023,81.3,none
Total,Malta,2024,82.7,none
Total,Malta,2025,83.6,none
Total,Netherlands,2009,77.6,none
Total,Netherlands,2010,77.0,none
Total,Netherlands,2011,77.2,none
Total,Netherlands,2012,77.5,none
Total,Netherlands,2013,76.7,none
Total,Netherlands,2014,76.3,none
Total,Netherlands,2015,77.2,none
Total,Netherlands,2016,77.9,none
Total,Netherlands,2017,78.9,none
Total,Netherlands,2018,80.0,none
Total,Netherlands,2019,81.0,none
Total,Netherlands,2020,80.8,none
Total,Netherlands,2021,81.7,none
Total,Netherlands,2022,82.9,none
Total,Netherlands,2023,83.5,none
Total,Netherlands,2024,83.5,none
Total,Netherlands,2025,83.4,none
Total,Norway,2009,80.9,none
Total,Norway,2010,80.0,none
Total,Norway,2011,80.4,none
Total,Norway,2012,80.4,none
Total,Norway,2013,80.2,none
Total,Norway,2014,80.1,none
Total,Norway,2015,79.7,none
Total,Norway,2016,79.4,none
Total,Norway,2017,79.2,none
Total,Norway,2018,80.0,none
Total,Norway,2019,80.2,none
Total,Norway,2020,79.7,none
Total,Norway,2021,80.0,none
Total,Norway,2022,80.9,none
Total,Norway,2023,80.4,none
Total,Norway,2024,80.0,none
Total,Norway,2025,79.5,none
Total,Poland,2009,62.6,none
Total,Poland,2010,62.2,b
Total,Poland,2011,62.5,none
Total,Poland,2012,62.9,none
Total,Poland,2013,63.2,none
Total,Poland,2014,64.9,none
Total,Poland,2015,66.3,none
Total,Poland,2016,68.2,none
Total,Poland,2017,70.0,none
Total,Poland,2018,71.4,none
Total,Poland,2019,72.6,b
Total,Poland,2020,72.8,none
Total,Poland,2021,75.5,none
Total,Poland,2022,76.7,none
Total,Poland,2023,77.9,none
Total,Poland,2024,78.4,none
Total,Poland,2025,78.8,none
Total,Portugal,2009,67.6,none
Total,Portugal,2010,66.9,none
Total,Portugal,2011,66.6,none
Total,Portugal,2012,64.0,none
Total,Portugal,2013,63.4,none
Total,Portugal,2014,66.1,none
Total,Portugal,2015,67.9,none
Total,Portugal,2016,69.5,none
Total,Portugal,2017,72.5,none
Total,Portugal,2018,74.6,none
Total,Portugal,2019,75.4,none
Total,Portugal,2020,73.9,none
Total,Portugal,2021,75.5,none
Total,Portugal,2022,77.1,none
Total,Portugal,2023,78.0,none
Total,Portugal,2024,78.5,none
Total,Portugal,2025,79.6,none
Total,Romania,2009,53.9,none
Total,Romania,2010,56.3,none
Total,Romania,2011,56.0,none
Total,Romania,2012,56.8,none
Total,Romania,2013,56.9,none
Total,Romania,2014,58.0,none
Total,Romania,2015,59.2,none
Total,Romania,2016,60.3,none
Total,Romania,2017,62.7,none
Total,Romania,2018,63.9,none
Total,Romania,2019,65.1,none
Total,Romania,2020,65.2,none
Total,Romania,2021,67.1,none
Total,Romania,2022,68.5,none
Total,Romania,2023,68.7,none
Total,Romania,2024,69.5,none
Total,Romania,2025,69.0,none
Total,Serbia,2010,51.8,none
Total,Serbia,2011,48.2,none
Total,Serbia,2012,47.9,none
Total,Serbia,2013,50.6,none
Total,Serbia,2014,53.5,none
Total,Serbia,2015,54.8,none
Total,Serbia,2016,57.9,none
Total,Serbia,2017,60.4,none
Total,Serbia,2018,62.2,none
Total,Serbia,2019,62.9,none
Total,Serbia,2020,63.7,none
Total,Serbia,2021,66.2,none
Total,Serbia,2022,68.8,none
Total,Serbia,2023,69.6,none
Total,Serbia,2024,71.3,none
Total,Serbia,2025,71.6,none
Total,Sweden,2005,77.7,none
Total,Sweden,2006,78.4,none
Total,Sweden,2007,79.7,none
Total,Sweden,2008,80.0,none
Total,Sweden,2009,77.9,none
Total,Sweden,2010,77.7,none
Total,Sweden,2011,79.0,none
Total,Sweden,2012,79.1,none
Total,Sweden,2013,79.4,none
Total,Sweden,2014,79.6,none
Total,Sweden,2015,80.1,none
Total,Sweden,2016,80.8,none
Total,Sweden,2017,81.4,none
Total,Sweden,2018,82.0,none
Total,Sweden,2019,81.7,none
Total,Sweden,2020,80.2,none
Total,Sweden,2021,80.4,none
Total,Sweden,2022,82.0,none
Total,Sweden,2023,82.6,none
Total,Sweden,2024,81.9,none
Total,Sweden,2025,81.8,none
Total,Slovenia,2009,71.4,none
Total,Slovenia,2010,69.7,none
Total,Slovenia,2011,67.8,none
Total,Slovenia,2012,67.8,none
Total,Slovenia,2013,66.7,none
Total,Slovenia,2014,67.3,none
Total,Slovenia,2015,68.6,none
Total,Slovenia,2016,69.5,none
Total,Slovenia,2017,72.9,none
Total,Slovenia,2018,74.9,none
Total,Slovenia,2019,75.9,none
Total,Slovenia,2020,74.8,none
Total,Slovenia,2021,76.1,none
Total,Slovenia,2022,77.9,none
Total,Slovenia,2023,77.5,none
Total,Slovenia,2024,78.3,none
Total,Slovenia,2025,78.3,none
Total,Slovakia,2009,68.3,none
Total,Slovakia,2010,66.5,none
Total,Slovakia,2011,66.8,b
Total,Slovakia,2012,66.9,none
Total,Slovakia,2013,66.9,none
Total,Slovakia,2014,67.8,none
Total,Slovakia,2015,69.6,none
Total,Slovakia,2016,71.8,none
Total,Slovakia,2017,73.2,none
Total,Slovakia,2018,74.5,none
Total,Slovakia,2019,75.6,none
Total,Slovakia,2020,74.6,none
Total,Slovakia,2021,74.6,none
Total,Slovakia,2022,76.7,none
Total,Slovakia,2023,77.5,none
Total,Slovakia,2024,78.1,none
Total,Slovakia,2025,78.1,none
Total,Türkiye,2009,47.8,none
Total,Türkiye,2010,50.0,none
Total,Türkiye,2011,52.2,none
Total,Türkiye,2012,52.8,none
Total,Türkiye,2013,53.4,none
Total,Türkiye,2014,53.2,b
Total,Türkiye,2015,53.9,none
Total,Türkiye,2016,54.4,none
Total,Türkiye,2017,55.3,none
Total,Türkiye,2018,55.6,none
Total,Türkiye,2019,53.8,none
Total,Türkiye,2020,51.0,none
Total,Türkiye,2021,53.9,b
Total,Türkiye,2022,56.5,none
Total,Türkiye,2023,57.3,none
Total,Türkiye,2024,58.5,none
Total,Türkiye,2025,58.1,none
